epoch,accuracy,loss,val_accuracy,val_loss
1,0.10811352729797363,3.175738573074341,0.06267539411783218,5.223001480102539
2,0.23468057811260223,2.6865060329437256,0.09588400274515152,4.054840564727783
3,0.3036806881427765,2.490349054336548,0.2619270384311676,3.8572797775268555
4,0.34941330552101135,2.372974395751953,0.2904583811759949,3.0029547214508057
5,0.38411393761634827,2.297765016555786,0.30449017882347107,2.891981601715088
6,0.42723900079727173,2.1897010803222656,0.20767071843147278,3.487755298614502
7,0.4663524329662323,2.1068570613861084,0.10991580784320831,5.024486064910889
8,0.4946344494819641,2.041152238845825,0.21983161568641663,2.845273971557617
9,0.5174004435539246,1.9928736686706543,0.33208605647087097,2.629356861114502
10,0.5480894446372986,1.9418630599975586,0.5762394666671753,1.6529310941696167
11,0.5722595453262329,1.8895431756973267,0.27736201882362366,2.7042155265808105
12,0.5776752829551697,1.8721060752868652,0.5869972109794617,1.5437407493591309
13,0.6010430455207825,1.8135948181152344,0.33956968784332275,2.369779109954834
14,0.6180924773216248,1.7740578651428223,0.31945744156837463,2.3420543670654297
15,0.6330357789993286,1.748075246810913,0.5182413458824158,1.7363563776016235
16,0.6494835019111633,1.7083030939102173,0.5070158839225769,1.9673689603805542
17,0.661618709564209,1.692814826965332,0.420954167842865,2.3640122413635254
18,0.6595125794410706,1.6786283254623413,0.5907390117645264,1.5491431951522827
19,0.6832815408706665,1.635270357131958,0.68381667137146,1.3490748405456543
20,0.6954166889190674,1.6164742708206177,0.6361085176467896,1.4560099840164185
21,0.7023367881774902,1.6039223670959473,0.7516370415687561,1.1026064157485962
22,0.7043426036834717,1.5932271480560303,0.47801682353019714,2.0766899585723877
23,0.7222946286201477,1.558756709098816,0.7750234007835388,1.1483685970306396
24,0.7251027822494507,1.546539545059204,0.6922357082366943,1.3397595882415771
25,0.7344298362731934,1.5383046865463257,0.6089803576469421,1.6378620862960815
26,0.7309196591377258,1.5269156694412231,0.6791393756866455,1.3696253299713135
27,0.7412496209144592,1.5060940980911255,0.6127221584320068,1.6222108602523804
28,0.7511784434318542,1.4934728145599365,0.6557530164718628,1.3893649578094482
29,0.7632133364677429,1.4686819314956665,0.8035547137260437,1.015998363494873
30,0.7690302133560181,1.456175446510315,0.8002806305885315,1.0410476922988892
31,0.7687293291091919,1.4545865058898926,0.7712815999984741,1.1117877960205078
32,0.7721391916275024,1.447672963142395,0.6641721129417419,1.3725165128707886
33,0.7793601155281067,1.4383105039596558,0.7530402541160583,1.1870142221450806
34,0.7816668152809143,1.4288594722747803,0.7366697788238525,1.2304930686950684
35,0.7845752835273743,1.4177496433258057,0.6922357082366943,1.308746576309204
36,0.7906929850578308,1.4086480140686035,0.8316183090209961,0.9591907262802124
37,0.7943034768104553,1.3906203508377075,0.7979419827461243,1.0367960929870605
38,0.7955069541931152,1.385119080543518,0.5940130949020386,1.6851119995117188
39,0.8001203536987305,1.3837745189666748,0.7913938164710999,1.0518981218338013
40,0.8130578398704529,1.3560600280761719,0.6608980298042297,1.4390676021575928
41,0.8050345778465271,1.364691138267517,0.8643592000007629,0.9153817892074585
42,0.8072410225868225,1.3610917329788208,0.8325538039207458,0.9302365183830261
43,0.8094474077224731,1.3532123565673828,0.7811038494110107,1.112930417060852
44,0.8183732628822327,1.3424628973007202,0.8465855717658997,0.9128109812736511
45,0.8205797076225281,1.3313370943069458,0.7712815999984741,1.1009539365768433
46,0.8165680766105652,1.3330453634262085,0.7436856627464294,1.1763226985931396
47,0.8231872320175171,1.317359447479248,0.842843770980835,0.9301012754440308
48,0.8280012011528015,1.3205844163894653,0.6183348894119263,1.613000512123108
49,0.828803539276123,1.307364821434021,0.8826005458831787,0.823772668838501
50,0.8352221250534058,1.2982410192489624,0.5533208847045898,1.7883120775222778
51,0.830007016658783,1.3014119863510132,0.8395696878433228,0.92824387550354
52,0.8387323021888733,1.2906941175460815,0.7862488031387329,1.0706843137741089
53,0.8363253474235535,1.2862694263458252,0.5159026980400085,1.9953967332839966
54,0.8329154253005981,1.294627070426941,0.9017773866653442,0.7811923623085022
55,0.8416407704353333,1.2686177492141724,0.8868101239204407,0.784803569316864
56,0.8385317325592041,1.282088041305542,0.6917679905891418,1.3555490970611572
57,0.845451831817627,1.2611931562423706,0.7885874509811401,1.0662320852279663
58,0.8472570180892944,1.2551573514938354,0.8849391937255859,0.8152721524238586
59,0.8466553092002869,1.2655081748962402,0.8774555921554565,0.8274349570274353
60,0.8448500633239746,1.2590731382369995,0.7909260988235474,1.0848677158355713
61,0.8434460163116455,1.2481845617294312,0.5972871780395508,1.6305925846099854
62,0.8512687087059021,1.2477160692214966,0.8521983027458191,0.9297564625740051
63,0.8510680794715881,1.244421362876892,0.8456501364707947,0.9333665370941162
64,0.8518704175949097,1.2426214218139648,0.7240411639213562,1.2663880586624146
65,0.8547788858413696,1.2383140325546265,0.8905519247055054,0.8205048441886902
66,0.8563835024833679,1.2313934564590454,0.6903648376464844,1.4115573167800903
67,0.860696017742157,1.2287697792053223,0.8456501364707947,0.9356821179389954
68,0.8581887483596802,1.2239398956298828,0.8713751435279846,0.8533504009246826
69,0.8541771173477173,1.2209279537200928,0.8737137317657471,0.8861227631568909
70,0.86350417137146,1.2057123184204102,0.837698757648468,0.9264458417892456
71,0.8586902022361755,1.217186689376831,0.8526660203933716,0.8907464742660522
72,0.8613980412483215,1.211656928062439,0.8330215215682983,0.9327717423439026
73,0.8617992401123047,1.2111583948135376,0.601496696472168,1.6487791538238525
74,0.8653094172477722,1.2062493562698364,0.9041159749031067,0.7679134607315063
75,0.8681175112724304,1.1961236000061035,0.8877455592155457,0.8068219423294067
76,0.8670143485069275,1.198862075805664,0.8461178541183472,0.9209291934967041
77,0.8715274333953857,1.185858964920044,0.9064546227455139,0.7715088725090027
78,0.87874835729599,1.1821467876434326,0.8437792062759399,0.9264386296272278
79,0.8702236413955688,1.1966856718063354,0.9172123670578003,0.7527064085006714
80,0.8663123250007629,1.1888595819473267,0.7086061835289001,1.2916351556777954
81,0.8716277480125427,1.177971363067627,0.9097287058830261,0.7507641315460205
82,0.876040518283844,1.1681323051452637,0.8447147011756897,0.9280197024345398
83,0.8783472180366516,1.1705412864685059,0.8395696878433228,0.9500419497489929
84,0.8783472180366516,1.1689918041229248,0.9223573207855225,0.7460930347442627
85,0.8750376105308533,1.167458176612854,0.8395696878433228,0.950642466545105
86,0.8751379251480103,1.1701570749282837,0.9312441349029541,0.7304726243019104
87,0.8800521492958069,1.1573909521102905,0.8971000909805298,0.7666931748390198
88,0.8821582794189453,1.1541121006011963,0.8297474384307861,0.9719638824462891
89,0.8868719339370728,1.1470282077789307,0.9120673537254333,0.7586775422096252
90,0.8849663734436035,1.1465057134628296,0.920954167842865,0.7486140131950378
91,0.8786481022834778,1.1506938934326172,0.7231057286262512,1.2789626121520996
92,0.8835623264312744,1.1424458026885986,0.8868101239204407,0.815517246723175
93,0.8786481022834778,1.1488196849822998,0.898503303527832,0.7594189643859863
94,0.883060872554779,1.1383806467056274,0.9195509552955627,0.7522619366645813
95,0.8807541728019714,1.1353293657302856,0.9410664439201355,0.6872100234031677
96,0.8778457641601562,1.1467537879943848,0.7525724768638611,1.214180588722229
97,0.8879751563072205,1.1330469846725464,0.8971000909805298,0.8040567636489868
98,0.8855681419372559,1.1348751783370972,0.9111319184303284,0.7592144012451172
99,0.8889780640602112,1.1309843063354492,0.884003758430481,0.8150482177734375
100,0.8893792033195496,1.1170686483383179,0.8601496815681458,0.898992121219635
101,0.8895797729492188,1.1181297302246094,0.9340505003929138,0.7083519101142883
102,0.8881757259368896,1.1241704225540161,0.8914873600006104,0.7999971508979797
103,0.8879751563072205,1.1138964891433716,0.9223573207855225,0.7491947412490845
104,0.8839634656906128,1.1201509237289429,0.8638914823532104,0.8426489233970642
105,0.8905826807022095,1.1069972515106201,0.936389148235321,0.7075830698013306
106,0.8947948813438416,1.105842113494873,0.9279700517654419,0.711162269115448
107,0.8958981037139893,1.0989727973937988,0.9064546227455139,0.780724823474884
108,0.8938922882080078,1.1073073148727417,0.943405032157898,0.6737402081489563
109,0.8851670026779175,1.1185343265533447,0.9144060015678406,0.7642028331756592
110,0.897001326084137,1.1026055812835693,0.9204864501953125,0.725401759147644
111,0.89690101146698,1.1016604900360107,0.9120673537254333,0.7624496221542358
112,0.8984053730964661,1.0921193361282349,0.9452759623527527,0.661777913570404
113,0.896800696849823,1.0972719192504883,0.9214218854904175,0.7307131886482239
114,0.8952963352203369,1.0878288745880127,0.7862488031387329,1.073791742324829
115,0.89690101146698,1.0876507759094238,0.8648269176483154,0.8742934465408325
116,0.8949955105781555,1.1036708354949951,0.9368568658828735,0.7052221894264221
117,0.8975027799606323,1.0868349075317383,0.9097287058830261,0.761968195438385
118,0.8993079662322998,1.0814900398254395,0.9321796298027039,0.6993944048881531
119,0.9003108739852905,1.0818647146224976,0.9279700517654419,0.7153187394142151
120,0.9055260419845581,1.0651732683181763,0.8905519247055054,0.8035455942153931
121,0.8961989879608154,1.0764597654342651,0.9345182180404663,0.7033771276473999
122,0.89690101146698,1.0733208656311035,0.9405986666679382,0.6753140091896057
123,0.8960986733436584,1.0773802995681763,0.9270346164703369,0.7173436880111694
124,0.902417004108429,1.0788823366165161,0.9055191874504089,0.7762211561203003
125,0.9036204814910889,1.0759152173995972,0.8919550776481628,0.8159317374229431
126,0.8990071415901184,1.0719947814941406,0.9438727498054504,0.6650101542472839
